suspicious-document00008.txt-22	source-document00305.txt-49	summary-obfuscation	0.886290	0.917862	0.200261	0.055556	0.000000	0.000000	0.037037	0.000000	0.000000	0.478873	0.323944	0.136150	0.368098	0.000000	0.000000
suspicious-document00008.txt-23	source-document00305.txt-50	summary-obfuscation	0.712500	0.838310	0.210121	0.142857	0.000000	0.000000	0.095238	0.000000	0.000000	0.450704	0.281690	0.140845	0.378378	0.000000	0.000000
suspicious-document00008.txt-24	source-document00305.txt-51	summary-obfuscation	0.511607	0.852913	0.141770	0.153846	0.000000	0.000000	0.093023	0.000000	0.000000	0.505618	0.342697	0.174157	0.407143	0.971404	0.707107
suspicious-document00008.txt-25	source-document00305.txt-52	summary-obfuscation	0.963333	0.932580	0.219594	0.052632	0.000000	0.000000	0.035714	0.000000	0.000000	0.283186	0.132743	0.026549	0.293333	0.000000	0.000000
suspicious-document00014.txt-22	source-document03029.txt-40	summary-obfuscation	0.472727	0.655735	0.226171	0.214286	0.000000	0.000000	0.120000	0.000000	0.000000	0.836066	0.540984	0.289617	0.388140	0.652686	0.577350
suspicious-document00014.txt-23	source-document03029.txt-41	summary-obfuscation	0.904762	0.953626	0.188134	0.083333	0.000000	0.000000	0.025641	0.000000	0.000000	0.893939	0.575758	0.181818	0.368664	0.000000	0.000000
suspicious-document00014.txt-24	source-document03029.txt-42	summary-obfuscation	0.550000	0.816467	0.356862	0.160000	0.000000	0.000000	0.100000	0.000000	0.000000	0.686441	0.457627	0.322034	0.409524	0.448130	0.632456
suspicious-document00014.txt-25	source-document03029.txt-43	summary-obfuscation	0.904000	0.748246	0.587773	0.500000	0.000000	0.000000	0.102564	0.000000	0.000000	0.973684	0.736842	0.473684	0.236735	0.866020	1.000000
suspicious-document00014.txt-26	source-document03029.txt-44	summary-obfuscation	0.525926	0.713382	0.230681	0.214286	0.000000	0.000000	0.133333	0.000000	0.000000	0.656805	0.461538	0.284024	0.394464	0.328497	0.100000
suspicious-document00023.txt-15	source-document02641.txt-53	summary-obfuscation	0.735714	0.858799	0.237834	0.208333	0.040000	0.000000	0.108696	0.016667	0.000000	0.876812	0.521739	0.318841	0.415730	0.646694	0.089087
suspicious-document00023.txt-16	source-document02641.txt-54	summary-obfuscation	0.971528	0.884065	0.445390	0.214286	0.000000	0.000000	0.055556	0.000000	0.000000	0.971831	0.661972	0.352113	0.277457	0.911101	0.500000
suspicious-document00023.txt-17	source-document02641.txt-55	summary-obfuscation	1.116912	0.857866	0.463361	0.272727	0.000000	0.000000	0.050847	0.000000	0.000000	1.000000	0.673077	0.365385	0.216667	0.588702	NaN
suspicious-document00023.txt-18	source-document02641.txt-56	summary-obfuscation	0.560185	0.694915	0.163810	0.240000	0.000000	0.000000	0.136364	0.000000	0.000000	0.788321	0.525547	0.306569	0.394366	0.530186	-0.054554
suspicious-document00023.txt-19	source-document02641.txt-57	summary-obfuscation	0.747059	0.842757	0.229181	0.230769	0.083333	0.000000	0.107143	0.031250	0.000000	0.901235	0.506173	0.333333	0.316206	0.985796	1.000000
suspicious-document00023.txt-20	source-document02641.txt-58	summary-obfuscation	0.960204	0.662929	0.278526	0.277778	0.105263	0.055556	0.081967	0.023256	0.011236	0.963964	0.792793	0.594595	0.299065	0.630106	0.218218
suspicious-document00036.txt-74	source-document00314.txt-1	summary-obfuscation	0.597368	0.302610	0.668336	1.000000	0.900000	0.888889	0.400000	0.333333	0.307692	1.000000	0.984375	0.984375	0.627451	0.817611	1.000000
suspicious-document00036.txt-75	source-document00314.txt-2	summary-obfuscation	0.580952	0.717962	0.268736	0.200000	0.000000	0.000000	0.114286	0.000000	0.000000	0.844828	0.560345	0.215517	0.420168	0.608133	0.447214
suspicious-document00036.txt-76	source-document00314.txt-3	summary-obfuscation	0.740000	0.933333	0.298802	0.066667	0.000000	0.000000	0.034483	0.000000	0.000000	0.888889	0.611111	0.305556	0.426829	0.000000	0.000000
suspicious-document00036.txt-77	source-document00314.txt-4	summary-obfuscation	0.671053	0.801238	0.316694	0.266667	0.000000	0.000000	0.125000	0.000000	0.000000	0.851064	0.510638	0.340426	0.396396	0.989389	1.000000
suspicious-document00036.txt-78	source-document00314.txt-5	summary-obfuscation	0.600000	0.827867	0.194009	0.133333	0.000000	0.000000	0.090909	0.000000	0.000000	0.612500	0.337500	0.112500	0.453901	0.000000	0.000000
suspicious-document00036.txt-79	source-document00314.txt-6	summary-obfuscation	1.102000	0.956147	0.287201	0.100000	0.000000	0.000000	0.022727	0.000000	0.000000	0.910714	0.678571	0.428571	0.263158	0.000000	0.000000
suspicious-document00036.txt-80	source-document00314.txt-7	summary-obfuscation	0.542742	0.655030	0.309375	0.285714	0.045455	0.000000	0.133333	0.017241	0.000000	0.940171	0.589744	0.470085	0.403670	0.685897	0.327327
suspicious-document00041.txt-36	source-document02438.txt-1	summary-obfuscation	0.102273	0.044467	1.000000	1.000000	0.950000	0.894737	0.913043	0.826087	0.739130	1.000000	1.000000	1.000000	0.961538	0.996256	1.000000
suspicious-document00041.txt-37	source-document02438.txt-2	summary-obfuscation	0.499038	0.620464	0.399474	0.400000	0.052632	0.000000	0.200000	0.020408	0.000000	0.960396	0.613861	0.376238	0.411290	0.014328	-0.253320
suspicious-document00041.txt-38	source-document02438.txt-3	summary-obfuscation	0.762500	0.957399	0.226345	0.055556	0.000000	0.000000	0.027778	0.000000	0.000000	0.611111	0.357143	0.230159	0.387387	0.000000	0.000000
suspicious-document00041.txt-39	source-document02438.txt-4	summary-obfuscation	0.664000	0.797674	0.331196	0.142857	0.000000	0.000000	0.081081	0.000000	0.000000	0.617391	0.443478	0.217391	0.450704	0.997687	1.000000
suspicious-document00041.txt-40	source-document02438.txt-5	summary-obfuscation	0.886111	0.752406	0.160010	0.444444	0.000000	0.000000	0.129032	0.000000	0.000000	0.960000	0.720000	0.480000	0.353535	0.841820	0.632456
suspicious-document00041.txt-41	source-document02438.txt-6	summary-obfuscation	0.809615	0.831900	0.532430	0.222222	0.000000	0.000000	0.097561	0.000000	0.000000	0.887640	0.629213	0.449438	0.357664	0.199588	0.333333
suspicious-document00045.txt-31	source-document01026.txt-16	summary-obfuscation	0.698077	0.823223	0.419880	0.227273	0.000000	0.000000	0.108696	0.000000	0.000000	0.778689	0.491803	0.245902	0.353846	0.205204	-0.089087
suspicious-document00045.txt-32	source-document01026.txt-17	summary-obfuscation	0.693103	0.789958	0.454637	0.291667	0.000000	0.000000	0.137255	0.000000	0.000000	0.829630	0.570370	0.303704	0.359756	0.591627	0.560112
suspicious-document00045.txt-33	source-document01026.txt-18	summary-obfuscation	0.671053	0.751854	0.298581	0.285714	0.000000	0.000000	0.121212	0.000000	0.000000	0.942857	0.614286	0.385714	0.396135	0.779313	0.707107
suspicious-document00045.txt-34	source-document01026.txt-19	summary-obfuscation	0.798077	0.939142	0.225652	0.111111	0.000000	0.000000	0.043478	0.000000	0.000000	0.803030	0.454545	0.303030	0.348837	0.000000	0.000000
suspicious-document00045.txt-35	source-document01026.txt-20	summary-obfuscation	0.917308	0.794684	0.288132	0.454545	0.000000	0.000000	0.131579	0.000000	0.000000	1.000000	0.733333	0.533333	0.296029	0.957303	0.816497
suspicious-document00045.txt-36	source-document01026.txt-21	summary-obfuscation	1.060714	1.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161538	0.107692	0.046154	0.209150	0.000000	0.000000
suspicious-document00054.txt-29	source-document01175.txt-26	summary-obfuscation	0.733333	0.644665	0.284250	0.222222	0.034483	0.000000	0.162162	0.022222	0.000000	0.550633	0.405063	0.253165	0.437500	0.872991	0.722222
suspicious-document00054.txt-30	source-document01175.txt-27	summary-obfuscation	0.708000	0.833333	0.356144	0.333333	0.090909	0.000000	0.095238	0.021277	0.000000	0.859155	0.563380	0.338028	0.306383	0.462820	0.447214
suspicious-document00054.txt-31	source-document01175.txt-28	summary-obfuscation	0.755000	0.809307	0.284623	0.181818	0.000000	0.000000	0.057143	0.000000	0.000000	0.981818	0.654545	0.181818	0.315315	0.000000	0.000000
suspicious-document00054.txt-32	source-document01175.txt-29	summary-obfuscation	0.603846	0.806351	0.262001	0.230769	0.000000	0.000000	0.136364	0.000000	0.000000	0.675325	0.415584	0.207792	0.383562	-0.580984	NaN
suspicious-document00054.txt-33	source-document01175.txt-30	summary-obfuscation	0.748077	0.599953	0.303146	0.400000	0.000000	0.000000	0.157895	0.000000	0.000000	0.967742	0.741935	0.548387	0.389892	0.557906	0.196429
suspicious-document00054.txt-34	source-document01175.txt-31	summary-obfuscation	0.692000	0.753817	0.292541	0.173913	0.000000	0.000000	0.097561	0.000000	0.000000	0.656934	0.386861	0.197080	0.408333	0.967483	0.707107
suspicious-document00063.txt-32	source-document02322.txt-38	summary-obfuscation	0.550610	0.822632	0.618964	0.171429	0.023810	0.000000	0.101695	0.012987	0.000000	0.762931	0.525862	0.241379	0.416476	0.661531	0.388889
suspicious-document00063.txt-33	source-document02322.txt-39	summary-obfuscation	0.953571	0.966213	NaN	0.018182	0.000000	0.000000	0.016667	0.000000	0.000000	0.084833	0.053985	0.038560	0.118483	0.000000	0.000000
suspicious-document00069.txt-27	source-document00075.txt-21	summary-obfuscation	0.648148	0.735180	0.482144	0.200000	0.000000	0.000000	0.136364	0.000000	0.000000	0.583333	0.416667	0.194444	0.367347	0.169174	0.196429
suspicious-document00069.txt-28	source-document00075.txt-22	summary-obfuscation	0.700000	0.816058	0.321465	0.125000	0.000000	0.000000	0.071429	0.000000	0.000000	0.446429	0.276786	0.080357	0.364706	0.000000	0.000000
suspicious-document00069.txt-29	source-document00075.txt-23	summary-obfuscation	0.742857	0.758253	0.309561	0.250000	0.058824	0.000000	0.117647	0.025641	0.000000	0.882353	0.635294	0.352941	0.477064	0.985200	1.000000
suspicious-document00069.txt-30	source-document00075.txt-24	summary-obfuscation	0.720588	0.670017	0.441479	0.189189	0.000000	0.000000	0.137255	0.000000	0.000000	0.464286	0.334821	0.227679	0.351515	0.083554	-0.067420
