suspicious-document00006.txt-13	source-document00560.txt-9	random-obfuscation	0.564706	0.626899	0.056186	0.307692	0.000000	0.000000	0.142857	0.000000	0.000000	0.876543	0.530864	0.407407	0.433862	0.883751	NaN
suspicious-document00006.txt-14	source-document00560.txt-10	random-obfuscation	0.295455	0.193850	0.431559	0.937500	0.705882	0.500000	0.625000	0.387097	0.242424	0.989130	0.913043	0.869565	0.732143	0.985168	1.000000
suspicious-document00006.txt-15	source-document00560.txt-11	random-obfuscation	0.701190	0.629161	0.071710	0.250000	0.000000	0.000000	0.114286	0.000000	0.000000	0.931034	0.586207	0.379310	0.403361	0.992037	0.632456
suspicious-document00006.txt-88	source-document00832.txt-9	random-obfuscation	0.095588	0.119048	0.735046	0.833333	0.575758	0.500000	0.714286	0.404255	0.333333	0.873626	0.802198	0.791209	0.804533	0.972614	0.932973
suspicious-document00006.txt-89	source-document00832.txt-10	random-obfuscation	0.022727	0.076923	1.000000	0.900000	0.800000	0.666667	0.818182	0.666667	0.500000	0.934426	0.934426	0.934426	0.942149	1.000000	1.000000
suspicious-document00006.txt-90	source-document00832.txt-11	random-obfuscation	0.318966	0.313356	0.745029	0.678571	0.448276	0.285714	0.527778	0.295455	0.170213	0.848684	0.723684	0.657895	0.700680	0.832939	0.795553
suspicious-document00006.txt-128	source-document02194.txt-6	random-obfuscation	1.013889	0.882149	0.235253	0.250000	0.000000	0.000000	0.066667	0.000000	0.000000	0.934783	0.478261	0.260870	0.315789	0.000000	0.000000
suspicious-document00006.txt-129	source-document02194.txt-7	random-obfuscation	0.730952	0.717157	0.283789	0.259259	0.074074	0.000000	0.200000	0.051282	0.000000	0.428571	0.318681	0.230769	0.365672	0.302380	0.481218
suspicious-document00006.txt-130	source-document02194.txt-8	random-obfuscation	0.505000	0.264564	0.626998	0.875000	0.466667	0.357143	0.560000	0.225806	0.161290	1.000000	0.918367	0.877551	0.708661	0.902983	0.873863
suspicious-document00006.txt-1	source-document02227.txt-1	random-obfuscation	0.530645	0.584381	0.529241	0.333333	0.066667	0.034483	0.191489	0.033898	0.017241	0.919463	0.617450	0.348993	0.449231	0.706920	0.226006
suspicious-document00006.txt-2	source-document02227.txt-2	random-obfuscation	0.131579	0.124405	0.717854	0.937500	0.578947	0.333333	0.833333	0.423077	0.206897	0.909091	0.878788	0.878788	0.795812	0.900603	0.806399
suspicious-document00006.txt-3	source-document02227.txt-3	random-obfuscation	0.543548	0.558404	0.447221	0.344828	0.064516	0.033333	0.217391	0.033898	0.017241	0.829268	0.542683	0.396341	0.493590	0.390373	0.065347
suspicious-document00006.txt-44	source-document02227.txt-14	random-obfuscation	0.554688	0.658435	NaN	0.235294	0.000000	0.000000	0.153846	0.000000	0.000000	0.635294	0.411765	0.200000	0.469799	0.862275	0.707107
suspicious-document00006.txt-45	source-document02227.txt-15	random-obfuscation	0.475000	0.492907	0.638826	0.600000	0.333333	0.000000	0.400000	0.176471	0.000000	0.791667	0.645833	0.645833	0.679612	0.994341	1.000000
suspicious-document00006.txt-46	source-document02227.txt-16	random-obfuscation	0.249038	0.280899	0.742661	0.727273	0.375000	0.173913	0.533333	0.219512	0.090909	0.943548	0.927419	0.911290	0.779923	0.899724	0.845154
suspicious-document00006.txt-47	source-document02227.txt-17	random-obfuscation	0.539063	0.622876	NaN	0.333333	0.000000	0.000000	0.166667	0.000000	0.000000	0.898305	0.576271	0.372881	0.453333	0.956153	0.707107
suspicious-document00006.txt-131	source-document02634.txt-91	random-obfuscation	0.846429	0.854905	0.235395	0.400000	0.333333	0.250000	0.160000	0.125000	0.086957	0.934783	0.673913	0.543478	0.462585	1.000000	1.000000
suspicious-document00006.txt-132	source-document02634.txt-92	random-obfuscation	0.719231	0.845697	0.068437	0.166667	0.000000	0.000000	0.083333	0.000000	0.000000	0.666667	0.333333	0.206349	0.378788	0.000000	0.000000
suspicious-document00006.txt-133	source-document02634.txt-93	random-obfuscation	0.912500	0.871435	0.276880	0.181818	0.000000	0.000000	0.064516	0.000000	0.000000	0.947368	0.543860	0.228070	0.385542	0.000000	0.000000
suspicious-document00006.txt-134	source-document02634.txt-94	random-obfuscation	0.572500	0.808654	0.271971	0.210526	0.055556	0.000000	0.114286	0.027027	0.000000	0.790000	0.450000	0.230000	0.375587	0.348450	0.447214
