suspicious-document00005.txt-26	source-document01090.txt-9	no-obfuscation	0.670455	0.680495	0.514136	0.350000	0.052632	0.000000	0.189189	0.024390	0.000000	0.846154	0.596154	0.423077	0.398467	0.725749	0.236364
suspicious-document00005.txt-27	source-document01090.txt-10	no-obfuscation	0.656522	0.787186	0.484907	0.250000	0.000000	0.000000	0.146341	0.000000	0.000000	0.726115	0.490446	0.375796	0.452703	0.765439	0.184637
suspicious-document00005.txt-28	source-document01090.txt-11	no-obfuscation	0.543182	0.695445	0.491933	0.217391	0.045455	0.000000	0.138889	0.023810	0.000000	0.776978	0.489209	0.316547	0.466165	0.976159	1.000000
suspicious-document00005.txt-29	source-document01090.txt-12	no-obfuscation	0.668182	0.733515	0.600814	0.277778	0.047619	0.000000	0.138889	0.023810	0.000000	0.834646	0.590551	0.385827	0.458647	0.963943	0.523810
suspicious-document00005.txt-30	source-document01090.txt-13	no-obfuscation	0.550000	0.673321	0.532517	0.347826	0.000000	0.000000	0.200000	0.000000	0.000000	0.956835	0.683453	0.424460	0.464968	0.860863	0.703526
suspicious-document00005.txt-32	source-document01496.txt-12	no-obfuscation	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00005.txt-33	source-document01496.txt-13	no-obfuscation	0.000000	-0.000000	0.881731	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00005.txt-34	source-document01496.txt-14	no-obfuscation	0.000000	-0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00005.txt-52	source-document01496.txt-1	no-obfuscation	0.988636	0.737568	0.301229	0.454545	0.000000	0.000000	0.128205	0.000000	0.000000	0.984615	0.707692	0.492308	0.333333	0.370695	0.534522
suspicious-document00005.txt-53	source-document01496.txt-2	no-obfuscation	0.892308	0.595480	0.168337	0.285714	0.000000	0.000000	0.190476	0.000000	0.000000	0.560000	0.330000	0.210000	0.363636	0.879721	0.707107
suspicious-document00005.txt-54	source-document01496.txt-3	no-obfuscation	0.594444	0.666288	0.243824	0.263158	0.052632	0.000000	0.178571	0.031250	0.000000	0.684211	0.500000	0.201754	0.411215	0.746532	0.408248
suspicious-document00005.txt-55	source-document01496.txt-4	no-obfuscation	0.609000	0.775011	0.375366	0.230769	0.000000	0.000000	0.153846	0.000000	0.000000	0.593220	0.435028	0.254237	0.412371	0.740266	0.707107
suspicious-document00005.txt-35	source-document02886.txt-7	no-obfuscation	0.000000	-0.000000	0.962271	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00005.txt-36	source-document02886.txt-8	no-obfuscation	0.000000	0.000000	0.883817	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
